"classname"; "numberOfBugs"; "CvsEntropy" ; "CvsWEntropy" ; "CvsLinEntropy" ; "CvsLogEntropy" ; "CvsExpEntropy"
"org::eclipse::jdt::internal::core::search::BasicSearchEngine";86;356.225; 0.243232 ; 0.228688 ;888.507; 0.391676
"org::eclipse::jdt::internal::compiler::batch::FileFinder";3;512.326; 0.00638453 ; 0.00860472 ; 0.124861 ; 0.00246505
"org::eclipse::jdt::internal::formatter::comment::MultiCommentRegion";6;603.322; 0.00352956 ; 0.0137697 ; 0.159077 ; 0.0105902
"org::eclipse::jdt::internal::eval::CodeSnippetCompiler";6;640.012; 0.00632382 ; 0.0103957 ; 0.154739 ; 0.00275654
"org::eclipse::jdt::core::dom::Message";4;526.021; 0.00253333 ; 0.00888735 ; 0.128392 ; 0.00257359
"org::eclipse::jdt::internal::compiler::ast::SingleNameReference";86;308.847; 0.347495 ; 0.221639 ;877.424; 0.392389
"org::eclipse::jdt::internal::core::Openable";50;16.967; 0.0302371 ; 0.153516 ;832.698; 0.222678
"org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding";3;655.162; 0.00253756 ; 0.0104365 ; 0.157424 ; 0.00317932
"org::eclipse::jdt::internal::codeassist::impl::AssistInitializer";3;0;0;0;0;0
"org::eclipse::jdt::internal::formatter::comment::SingleCommentLine";2;236.846; 0.0012291 ; 0.00424624 ; 0.058891 ;9.98E+01
"org::eclipse::jdt::internal::compiler::codegen::DoubleCache";2;518.073; 0.0232114 ; 0.0071473 ; 0.120784 ;5.87E+01
"org::eclipse::jdt::internal::core::util::LRUCache";6;945.026; 0.0230673 ; 0.135639 ;813.419; 0.191572
"org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedTypesPattern";10;504.743; 0.00238946 ; 0.00755549 ; 0.119848 ; 0.00107935
"org::eclipse::jdt::internal::compiler::util::SimpleLookupTable";5;823.039; 0.00710727 ; 0.0132931 ; 0.198222 ; 0.00483248
"org::eclipse::jdt::internal::compiler::lookup::ProblemReferenceBinding";4;11.296; 0.0671594 ; 0.147463 ;819.862; 0.234873
"org::eclipse::jdt::internal::core::NamedMember";18;147.371; 0.0497196 ; 0.154403 ;828.197; 0.239999
"org::eclipse::jdt::internal::core::JarPackageFragmentRootInfo";4;65.762; 0.0041119 ; 0.124025 ;804.965; 0.158008
"org::eclipse::jdt::core::dom::ASTParser";68;288.029; 0.115516 ; 0.20306 ;867.929; 0.307199
"org::eclipse::jdt::internal::core::SourceMethodInfo";0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::internal::core::JavaElementInfo";7;665.212; 0.0110455 ; 0.133409 ;806.967; 0.199073
"org::eclipse::jdt::internal::core::dom::rewrite::NodeRewriteEvent";2;407.501; 0.00196346 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::internal::compiler::ast::AND_AND_Expression";30;120.762; 0.0128063 ; 0.019818 ; 0.291856 ; 0.00865566
"org::eclipse::jdt::internal::core::search::indexing::SourceIndexer";21;132.934; 0.007284 ; 0.155692 ;825.881; 0.252613
"org::eclipse::jdt::core::dom::ThisExpression";15;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::core::builder::SourceFile";9;538.431; 0.00173501 ; 0.00756356 ; 0.125968 ;7.88E+01
"org::eclipse::jdt::core::ElementChangedEvent";0;770.736; 0.016439 ; 0.154024 ;813.295; 0.232026
"org::eclipse::jdt::internal::formatter::FormatterCommentParser";37;262.803; 0.108177 ; 0.146399 ;801.227; 0.230907
"org::eclipse::jdt::core::dom::StructuralPropertyDescriptor";2;670.304; 0.00381663 ; 0.152618 ;810.942; 0.231938
"org::eclipse::jdt::internal::compiler::lookup::BlockScope";63;290.867; 0.160642 ; 0.213758 ;871.483; 0.379601
"org::eclipse::jdt::internal::compiler::lookup::LookupEnvironment";102;374.003; 0.309824 ; 0.244463 ;895.618; 0.462886
"org::eclipse::jdt::core::dom::BodyDeclaration";9;296.868; 0.0025125 ; 0.0034669 ; 0.0667091 ;6.30E+00
"org::eclipse::jdt::core::dom::ConditionalExpression";15;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::compiler::lookup::LocalVariableBinding";17;126.921; 0.0406935 ; 0.0265154 ; 0.323213 ; 0.0293346
"org::eclipse::jdt::internal::core::JavaModelOperation";64;193.262; 0.0230328 ; 0.16414 ;840.219; 0.252362
"org::eclipse::jdt::internal::core::CopyResourceElementsOperation";56;175.543; 0.0834168 ; 0.15278 ;83.368; 0.213493
"org::eclipse::jdt::core::dom::VariableDeclarationFragment";18;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::compiler::codegen::CaseLabel";8;100.961; 0.007057 ; 0.0155376 ; 0.241568 ; 0.00211847
"org::eclipse::jdt::internal::core::DeleteElementsOperation";25;144.964; 0.0184317 ; 0.147981 ;826.365; 0.211882
"org::eclipse::jdt::internal::codeassist::select::SelectionOnMessageSend";4;498.614; 0.012638 ; 0.00754857 ; 0.118732 ; 0.00108189
"org::eclipse::jdt::internal::compiler::lookup::PackageBinding";15;142.157; 0.0124216 ; 0.144388 ;824.891; 0.202536
"org::eclipse::jdt::internal::core::search::TypeNameMatchRequestorWrapper";19;796.959; 0.0412459 ; 0.172306 ;818.353; 0.299588
"org::eclipse::jdt::core::dom::TagElement";17;795.479; 0.00413875 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::core::dom::CompilationUnit";70;213.966; 0.225936 ; 0.175902 ;846.243; 0.238125
"org::eclipse::jdt::core::dom::ExpressionStatement";15;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::core::search::matching::PossibleMatch";25;122.134; 0.024964 ; 0.13521 ;818.913; 0.174991
"org::eclipse::jdt::internal::compiler::lookup::ArrayBinding";32;210.952; 0.0436281 ; 0.161999 ;843.269; 0.233251
"org::eclipse::jdt::core::formatter::DefaultCodeFormatterConstants";110;266.608; 0.207262 ; 0.206171 ;864.482; 0.331568
"org::eclipse::jdt::internal::compiler::ast::JavadocArgumentExpression";29;19.225; 0.0154278 ; 0.156502 ;838.432; 0.220811
"org::eclipse::jdt::internal::core::jdom::DOMField";8;858.816; 0.00541697 ; 0.0119328 ; 0.200411 ; 0.00123867
"org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToInt";2;556.106; 0.00443884 ; 0.00764241 ; 0.129385 ;7.82E+01
"org::eclipse::jdt::core::util::ClassFileBytesDisassembler";4;383.244; 0.00267763 ; 0.00503485 ; 0.0883939 ;2.61E+01
"org::eclipse::jdt::internal::codeassist::complete::CompletionParser";208;379.039; 0.509973 ; 0.260027 ;90.016; 0.484394
"org::eclipse::jdt::internal::core::search::matching::LocalVariableLocator";11;116.607; 0.0068817 ; 0.139983 ;819.003; 0.203522
"org::eclipse::jdt::core::dom::PrimitiveType";13;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::compiler::impl::DoubleConstant";2;677.104; 0.00333971 ; 0.0101348 ; 0.160922 ; 0.00120756
"org::eclipse::jdt::internal::eval::CodeSnippetEnvironment";2;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::internal::core::jdom::DOMNode";8;796.737; 0.00617939 ; 0.0112024 ; 0.186438 ; 0.00122471
"org::eclipse::jdt::internal::core::JarEntryResource";3;108.792;9.37E+01; 0.00334366 ; 0.0312375 ; 0.00464707
"org::eclipse::jdt::internal::compiler::ast::LongLiteralMinValue";0;661.333; 0.00264716 ; 0.0131475 ; 0.167452 ; 0.00896347
"org::eclipse::jdt::internal::eval::VariablesEvaluator";8;914.442; 0.00654986 ; 0.0164738 ; 0.225868 ; 0.00911072
"org::eclipse::jdt::core::dom::FieldAccess";19;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar";3;393.934; 0.00987218 ; 0.0103018 ; 0.107598 ; 0.0118528
"org::eclipse::jdt::internal::formatter::BinaryExpressionFragmentBuilder";18;758.317; 0.0319067 ; 0.017719 ; 0.197202 ; 0.0287891
"org::eclipse::jdt::internal::core::TypeParameter";10;121.917; 0.0223898 ; 0.134343 ;818.775; 0.168931
"org::eclipse::jdt::internal::core::util::AnnotationComponentValue";4;500.863; 0.00359703 ; 0.120679 ;80.086; 0.157022
"org::eclipse::jdt::internal::codeassist::complete::CompletionNodeFound";2;694.335; 0.00408339 ; 0.00976588 ; 0.162444 ; 0.00112919
"org::eclipse::jdt::core::dom::Name";3;670.304; 0.00381663 ; 0.152618 ;810.942; 0.231938
"org::eclipse::jdt::internal::formatter::comment::CommentRange";3;422.835; 0.0100423 ; 0.00972118 ; 0.11164 ; 0.00788645
"org::eclipse::jdt::internal::compiler::ast::JavadocImplicitTypeReference";17;172.339; 0.0366339 ; 0.161279 ;835.272; 0.254842
"org::eclipse::jdt::internal::compiler::util::HashSetOfInt";3;147.165; 0.0013687 ; 0.112489 ;791.776; 0.140566
"org::eclipse::jdt::internal::core::util::MementoTokenizer";4;816.696; 0.00523666 ; 0.128231 ;809.127; 0.169519
"org::eclipse::jdt::internal::core::jdom::SimpleDOMBuilder";18;131.641; 0.00799878 ; 0.151806 ;824.874; 0.248283
"org::eclipse::jdt::internal::core::util::DefaultStackMapFrame";4;358.477; 0.00184347 ; 0.119691 ;797.924; 0.157359
"org::eclipse::jdt::internal::formatter::FormatJavadocNode";13;115.638; 0.00982692 ; 0.0339097 ; 0.0945119 ; 0.0903414
"org::eclipse::jdt::internal::core::search::matching::MatchLocatorParser";74;175.678; 0.349033 ; 0.158754 ;834.992; 0.249095
"org::eclipse::jdt::core::dom::ParenthesizedExpression";15;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::compiler::AbstractAnnotationProcessorManager";3;554.249; 0.0232235 ; 0.0160548 ; 0.156359 ; 0.0200261
"org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding";0;541.657; 0.0024968 ; 0.0078453 ; 0.127553 ; 0.0010696
"org::eclipse::jdt::core::dom::ArrayAccess";15;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::codeassist::complete::CompletionOnStringLiteral";1;0;0;0;0;0
"org::eclipse::jdt::internal::core::hierarchy::RegionBasedTypeHierarchy";18;905.113; 0.0202702 ; 0.0218898 ; 0.238777 ; 0.0324825
"org::eclipse::jdt::internal::core::PackageFragmentRoot";80;238.259; 0.0815601 ; 0.223021 ;862.125; 0.410867
"org::eclipse::jdt::core::util::CompilationUnitSorter";13;146.865; 0.142125 ; 0.167995 ;830.963; 0.242834
"org::eclipse::jdt::internal::compiler::ast::Annotation";58;274.521; 0.071775 ; 0.187975 ;862.271; 0.315806
"org::eclipse::jdt::internal::compiler::ast::JavadocFieldReference";44;202.148; 0.0266789 ; 0.180599 ;845.349; 0.287555
"org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleNameReference";6;799.656; 0.00440239 ; 0.134248 ;809.896; 0.197885
"org::eclipse::jdt::internal::core::dom::rewrite::RewriteEventStore";14;107.103; 0.22605 ; 0.0223479 ; 0.270568 ; 0.0316001
"org::eclipse::jdt::internal::compiler::ast::EmptyStatement";2;798.927; 0.00263523 ; 0.0113212 ; 0.187307 ; 0.00125779
"org::eclipse::jdt::internal::compiler::ClassFile";148;439.774;152.601; 0.28485 ;918.277; 0.545311
"org::eclipse::jdt::internal::core::ClasspathChange";24;142.639; 0.0765557 ; 0.204926 ;839.423; 0.435957
"org::eclipse::jdt::internal::compiler::ast::StringLiteral";16;655.214; 0.00299589 ; 0.0107585 ; 0.158845 ; 0.00290842
"org::eclipse::jdt::core::Signature";74;265.988; 0.106278 ; 0.185252 ;85.903; 0.24535
"org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfoWithAnnotations";0;106.049;6.78E+01; 0.00371141 ; 0.0316289 ; 0.00673218
"org::eclipse::jdt::internal::compiler::parser::RecoveryScanner";11;449.837; 0.00690744 ; 0.0084123 ; 0.112806 ; 0.00313656
"org::eclipse::jdt::core::dom::Type";4;296.868; 0.00190542 ; 0.0034669 ; 0.0667091 ;6.30E+00
"org::eclipse::jdt::core::CompletionRequestorAdapter";0;507.933; 0.0269101 ; 0.00762499 ; 0.120678 ; 0.00111852
"org::eclipse::jdt::core::compiler::InvalidInputException";2;782.241; 0.0089693 ; 0.154243 ;813.587; 0.232065
"org::eclipse::jdt::internal::core::dom::rewrite::LineCommentEndOffsets";7;261.009; 0.00392254 ; 0.00563284 ; 0.0679469 ; 0.00316745
"org::eclipse::jdt::internal::compiler::parser::Scanner";175;279.911; 0.44194 ; 0.0833288 ; 0.761406 ; 0.156788
"org::eclipse::jdt::internal::compiler::ast::Initializer";9;76.133; 0.017571 ; 0.0170074 ; 0.197432 ; 0.0204433
"org::eclipse::jdt::core::dom::VariableDeclarationStatement";20;684.846; 0.00521899 ; 0.151789 ;810.896; 0.231177
"org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedMethodsPattern";8;84.491; 0.00496796 ; 0.129804 ;810.052; 0.175583
"org::eclipse::jdt::core::compiler::CharOperation";38;276.193; 0.861381 ; 0.112974 ; 0.821275 ; 0.269654
"org::eclipse::jdt::internal::codeassist::CompletionElementNotifier";3;0;0;0;0;0
"org::eclipse::jdt::internal::core::search::indexing::BinaryIndexer";38;202.507; 0.0981125 ; 0.0518942 ; 0.540612 ; 0.0901459
"org::eclipse::jdt::internal::compiler::ast::CompilationUnitDeclaration";61;307.687; 0.154854 ; 0.208173 ;874.434; 0.361136
"org::eclipse::jdt::internal::compiler::ast::PrefixExpression";2;39.771; 0.00563763 ; 0.00585268 ; 0.0940532 ;7.57E+01
"org::eclipse::jdt::core::dom::DefaultValuePairBinding";9;166.466; 0.0106826 ; 0.00520412 ; 0.0480311 ; 0.00751851
"org::eclipse::jdt::internal::core::search::matching::TypeDeclarationLocator";3;790.701; 0.00579704 ; 0.0119255 ; 0.187868 ; 0.00222681
"org::eclipse::jdt::internal::compiler::flow::FlowInfo";12;814.156; 0.0319196 ; 0.0135216 ; 0.198168 ; 0.00318161
"org::eclipse::jdt::core::dom::Block";9;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::core::dom::MethodRefParameter";10;559.671; 0.0145245 ; 0.149865 ;807.898; 0.23097
"org::eclipse::jdt::internal::core::search::IndexSelector";30;158.578; 0.0441399 ; 0.153897 ;83.084; 0.222325
"org::eclipse::jdt::internal::compiler::ast::Wildcard";4;688.643; 0.0350745 ; 0.0150429 ; 0.177039 ; 0.0183785
"org::eclipse::jdt::core::dom::ArrayType";17;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::core::search::FieldReferenceMatch";6;622.874; 0.0273985 ; 0.0375519 ; 0.208869 ; 0.116568
"org::eclipse::jdt::core::search::SearchDocument";4;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::core::ToolFactory";29;170.375; 0.150336 ; 0.182856 ;838.839; 0.297276
"org::eclipse::jdt::internal::core::util::DefaultBytecodeVisitor";19;137.363; 0.383893 ; 0.131523 ;820.884; 0.152763
"org::eclipse::jdt::core::dom::ThrowStatement";15;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch";1;0;0;0;0;0
"org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationMemberValuePair";0;0;0;0;0;0
"org::eclipse::jdt::internal::codeassist::ThrownExceptionFinder";7;126.759; 0.00551926 ; 0.00368011 ; 0.0358109 ; 0.00447435
"org::eclipse::jdt::internal::core::DefaultWorkingCopyOwner";1;516.293; 0.00259879 ; 0.00956296 ; 0.128391 ; 0.00567792
"org::eclipse::jdt::internal::compiler::impl::ByteConstant";2;677.104; 0.00334607 ; 0.0101348 ; 0.160922 ; 0.00120756
"org::eclipse::jdt::internal::core::AnnotatableInfo";2;0;0;0;0;0
"org::eclipse::jdt::internal::core::util::ExceptionAttribute";6;540.022; 0.00477953 ; 0.00949096 ; 0.132953 ; 0.00358267
"org::eclipse::jdt::core::dom::Initializer";19;684.846; 0.00402638 ; 0.151789 ;810.896; 0.231177
"org::eclipse::jdt::internal::codeassist::impl::AssistImportContainer";3;0;0;0;0;0
"org::eclipse::jdt::internal::core::MoveElementsOperation";4;692.698; 0.00278123 ; 0.0097273 ; 0.161994 ; 0.00112517
"org::eclipse::jdt::internal::compiler::parser::RecoveredStatement";0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodName";0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::core::dom::ClassInstanceCreation";26;964.335; 0.00779499 ; 0.155266 ;817.266; 0.231277
"org::eclipse::jdt::internal::core::builder::MissingSourceFileException";0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::internal::compiler::env::EnumConstantSignature";0;106.049;6.78E+01; 0.00371141 ; 0.0316289 ; 0.00673218
"org::eclipse::jdt::internal::compiler::ast::TypeReference";31;211.415; 0.0720048 ; 0.168983 ;84.521; 0.258198
"org::eclipse::jdt::internal::compiler::impl::CompilerStats";0;109.529; 0.00116194 ; 0.0246875 ; 0.0735047 ; 0.0773417
"org::eclipse::jdt::internal::codeassist::select::SelectionScanner";2;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::core::dom::PackageDeclaration";20;921.914; 0.00580356 ; 0.155078 ;816.436; 0.23138
"org::eclipse::jdt::internal::compiler::ast::CaseStatement";37;211.473; 0.0580881 ; 0.157459 ;842.302; 0.208139
"org::eclipse::jdt::internal::compiler::ASTVisitor";6;596.416; 0.0867764 ; 0.0106138 ; 0.14738 ; 0.00387241
"org::eclipse::jdt::internal::compiler::ast::Literal";0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::internal::compiler::lookup::ProblemFieldBinding";6;813.317; 0.00426962 ; 0.0117365 ; 0.191479 ; 0.00142848
"org::eclipse::jdt::internal::core::search::matching::PatternLocator";87;303.272; 0.246259 ; 0.209223 ;873.166; 0.364918
"org::eclipse::jdt::internal::codeassist::impl::Engine";40;20.393; 0.0572623 ; 0.182453 ;845.997; 0.295484
"org::eclipse::jdt::internal::core::SingleTypeRequestor";0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::core::dom::ASTConverter";418;372.855; 0.328708 ; 0.235777 ;893.493; 0.40676
"org::eclipse::jdt::internal::compiler::ast::QualifiedAllocationExpression";52;253.215; 0.125608 ; 0.17826 ;855.929; 0.277085
"org::eclipse::jdt::internal::core::search::matching::VariablePattern";8;889.835; 0.024575 ; 0.133644 ;812.036; 0.18746
"org::eclipse::jdt::internal::core::search::JavaSearchScope";76;340.926; 0.259287 ; 0.247916 ;889.712; 0.465087
"org::eclipse::jdt::internal::compiler::util::SimpleSet";0;257.445; 0.00521829 ; 0.00736652 ; 0.0724262 ; 0.00868141
"org::eclipse::jdt::internal::core::jdom::DOMMember";4;649.901; 0.00271841 ; 0.00939918 ; 0.15305 ; 0.0011905
"org::eclipse::jdt::internal::core::jdom::DOMMethod";12;887.298; 0.00623217 ; 0.0137293 ; 0.211766 ; 0.00369094
"org::eclipse::jdt::internal::codeassist::select::SelectionOnLocalName";3;620.089; 0.00331553 ; 0.00928109 ; 0.147285 ; 0.0012587
"org::eclipse::jdt::internal::compiler::ast::Javadoc";95;244.246; 0.147577 ; 0.158256 ;849.732; 0.180572
"org::eclipse::jdt::core::dom::TypeBinding";175;335.493; 0.317666 ; 0.221837 ;882.617; 0.373111
"org::eclipse::jdt::core::search::SearchRequestor";2;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::core::dom::ContinueStatement";11;795.479; 0.00397769 ; 0.154542 ;81.394; 0.232145
"org::eclipse::jdt::internal::core::builder::AdditionalTypeCollection";0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::core::JavaModelException";6;600.951; 0.00478914 ; 0.117941 ;801.008; 0.169185
"org::eclipse::jdt::internal::core::builder::StringSet";4;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::core::search::PackageDeclarationMatch";0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
"org::eclipse::jdt::internal::core::CreatePackageFragmentOperation";21;148.353; 0.0210936 ; 0.151772 ;828.236; 0.219943
"org::eclipse::jdt::internal::core::util::ClassFileReader";10;10.091; 0.00488359 ; 0.132442 ;814.193; 0.170812
"org::eclipse::jdt::internal::compiler::ast::ArrayReference";20;175.763; 0.0455713 ; 0.152311 ;83.382; 0.20937
"org::eclipse::jdt::internal::formatter::comment::HTMLEntity2JavaReader";8;317.525; 0.0016358 ; 0.00797677 ; 0.0850172 ; 0.0117179
"org::eclipse::jdt::internal::core::BinaryMethod";69;256.644; 0.116277 ; 0.181872 ;857.348; 0.283185
"org::eclipse::jdt::internal::core::search::matching::ImportMatchLocatorParser";4;280.457; 0.0121204 ; 0.0140038 ; 0.0911194 ; 0.0477261
"org::eclipse::jdt::core::dom::MethodRef";6;670.304; 0.00381663 ; 0.152618 ;810.942; 0.231938
"org::eclipse::jdt::internal::core::util::ReferenceInfoAdapter";2;68.559; 0.00854804 ; 0.127737 ;806.385; 0.17552
"org::eclipse::jdt::internal::core::RenameResourceElementsOperation";4;692.698; 0.00278123 ; 0.0097273 ; 0.161994 ; 0.00112517
"org::eclipse::jdt::core::dom::ASTMatcher";20;797.103; 0.00933731 ; 0.0148224 ; 0.198091 ; 0.00942904
"org::eclipse::jdt::core::WorkingCopyOwner";4;156.356; 0.0304594 ; 0.178388 ;834.979; 0.27637
"org::eclipse::jdt::core::compiler::ReconcileContext";9;799.162; 0.0148172 ; 0.157613 ;815.006; 0.239334
"org::eclipse::jdt::core::ClasspathContainerInitializer";8;705.208; 0.0275543 ; 0.0139575 ; 0.178617 ; 0.00851947
"org::eclipse::jdt::internal::core::Annotation";2;0;0;0;0;0
"org::eclipse::jdt::internal::core::jdom::AbstractDOMBuilder";4;51.154; 0.00238599 ; 0.00769445 ; 0.121597 ; 0.00113041
"org::eclipse::jdt::internal::eval::Evaluator";17;662.518; 0.00739449 ; 0.010227 ; 0.158491 ; 0.00165773
